node_id,parent_id,level,name_en,name_zh,slug,source_type,source_url,status,example_product_types,case_folder,notes
clothing-shoes-and-jewelry.uniforms-work-and-safety.work-pants,clothing-shoes-and-jewelry.uniforms-work-and-safety,L4,Work Pants,,work-pants,manual,,placeholder,work pants,cases/clothing-shoes-and-jewelry/uniforms-work-and-safety/work-pants/,Derived product type
clothing-shoes-and-jewelry.uniforms-work-and-safety.safety-vest,clothing-shoes-and-jewelry.uniforms-work-and-safety,L4,Safety Vest,,safety-vest,manual,,placeholder,safety vest,cases/clothing-shoes-and-jewelry/uniforms-work-and-safety/safety-vest/,Derived product type
clothing-shoes-and-jewelry.women,clothing-shoes-and-jewelry,L2,Women,女装,women,user_screenshot/manual,,planned,women's lounge pants; women's bra,cases/clothing-shoes-and-jewelry/women/,Generic examples only
clothing-shoes-and-jewelry.women.womens-lounge-pants,clothing-shoes-and-jewelry.women,L4,Women'S Lounge Pants,,womens-lounge-pants,manual,,placeholder,women's lounge pants,cases/clothing-shoes-and-jewelry/women/womens-lounge-pants/,Derived product type
clothing-shoes-and-jewelry.women.womens-bra,clothing-shoes-and-jewelry.women,L4,Women'S Bra,,womens-bra,manual,,placeholder,women's bra,cases/clothing-shoes-and-jewelry/women/womens-bra/,Derived product type
computers-and-accessories,amazon-best-sellers,L1,Computers & Accessories,电脑与配件,computers-and-accessories,user_screenshot/manual,,in_progress,USB hub; RAM module; external SSD; desktop computer; docking station,cases/computers-and-accessories/,Public generic taxonomy
computers-and-accessories.computer-accessories-and-peripherals,computers-and-accessories,L2,Computer Accessories & Peripherals,电脑配件与外设,computer-accessories-and-peripherals,user_screenshot/manual,,planned,USB hub; keyboard; mouse,cases/computers-and-accessories/computer-accessories-and-peripherals/,Generic examples only
computers-and-accessories.computer-accessories-and-peripherals.usb-hub,computers-and-accessories.computer-accessories-and-peripherals,L4,Usb Hub,,usb-hub,manual,,placeholder,USB hub,cases/computers-and-accessories/computer-accessories-and-peripherals/usb-hub/,Derived product type
computers-and-accessories.computer-accessories-and-peripherals.keyboard,computers-and-accessories.computer-accessories-and-peripherals,L4,Keyboard,,keyboard,manual,,placeholder,keyboard,cases/computers-and-accessories/computer-accessories-and-peripherals/keyboard/,Derived product type
computers-and-accessories.computer-accessories-and-peripherals.mouse,computers-and-accessories.computer-accessories-and-peripherals,L4,Mouse,,mouse,manual,,placeholder,mouse,cases/computers-and-accessories/computer-accessories-and-peripherals/mouse/,Derived product type
computers-and-accessories.computer-components,computers-and-accessories,L2,Computer Components,电脑组件,computer-components,user_screenshot/manual,,planned,RAM module; SSD,cases/computers-and-accessories/computer-components/,Generic examples only
computers-and-accessories.computer-components.ram-module,computers-and-accessories.computer-components,L4,Ram Module,,ram-module,manual,,placeholder,RAM module,cases/computers-and-accessories/computer-components/ram-module/,Derived product type
computers-and-accessories.computer-components.ssd,computers-and-accessories.computer-components,L4,Ssd,,ssd,manual,,placeholder,SSD,cases/computers-and-accessories/computer-components/ssd/,Derived product type
computers-and-accessories.data-storage,computers-and-accessories,L2,Data Storage,数据存储,data-storage,user_screenshot/manual,,planned,external SSD; USB flash drive,cases/computers-and-accessories/data-storage/,Generic examples only
computers-and-accessories.data-storage.external-ssd,computers-and-accessories.data-storage,L4,External Ssd,,external-ssd,manual,,placeholder,external SSD,cases/computers-and-accessories/data-storage/external-ssd/,Derived product type
computers-and-accessories.data-storage.usb-flash-drive,computers-and-accessories.data-storage,L4,Usb Flash Drive,,usb-flash-drive,manual,,placeholder,USB flash drive,cases/computers-and-accessories/data-storage/usb-flash-drive/,Derived product type
computers-and-accessories.desktops,computers-and-accessories,L2,Desktops,台式电脑,desktops,user_screenshot/manual,,planned,desktop computer; mini PC,cases/computers-and-accessories/desktops/,Generic examples only
computers-and-accessories.desktops.desktop-computer,computers-and-accessories.desktops,L4,Desktop Computer,,desktop-computer,manual,,placeholder,desktop computer,cases/computers-and-accessories/desktops/desktop-computer/,Derived product type
computers-and-accessories.desktops.mini-pc,computers-and-accessories.desktops,L4,Mini Pc,,mini-pc,manual,,placeholder,mini PC,cases/computers-and-accessories/desktops/mini-pc/,Derived product type
computers-and-accessories.external-components,computers-and-accessories,L2,External Components,外部组件,external-components,user_screenshot/manual,,planned,docking station; external drive enclosure,cases/computers-and-accessories/external-components/,Generic examples only
computers-and-accessories.external-components.docking-station,computers-and-accessories.external-components,L4,Docking Station,,docking-station,manual,,placeholder,docking station,cases/computers-and-accessories/external-components/docking-station/,Derived product type
computers-and-accessories.external-components.external-drive-enclosure,computers-and-accessories.external-components,L4,External Drive Enclosure,,external-drive-enclosure,manual,,placeholder,external drive enclosure,cases/computers-and-accessories/external-components/external-drive-enclosure/,Derived product type
computers-and-accessories.laptop-accessories,computers-and-accessories,L2,Laptop Accessories,笔记本电脑配件,laptop-accessories,user_screenshot/manual,,planned,laptop charger; privacy screen,cases/computers-and-accessories/laptop-accessories/,Generic examples only
computers-and-accessories.laptop-accessories.laptop-charger,computers-and-accessories.laptop-accessories,L4,Laptop Charger,,laptop-charger,manual,,placeholder,laptop charger,cases/computers-and-accessories/laptop-accessories/laptop-charger/,Derived product type
computers-and-accessories.laptop-accessories.privacy-screen,computers-and-accessories.laptop-accessories,L4,Privacy Screen,,privacy-screen,manual,,placeholder,privacy screen,cases/computers-and-accessories/laptop-accessories/privacy-screen/,Derived product type
computers-and-accessories.laptops,computers-and-accessories,L2,Laptops,笔记本电脑,laptops,user_screenshot/manual,,planned,laptop; thin laptop,cases/computers-and-accessories/laptops/,Generic examples only
computers-and-accessories.laptops.laptop,computers-and-accessories.laptops,L4,Laptop,,laptop,manual,,placeholder,laptop,cases/computers-and-accessories/laptops/laptop/,Derived product type
computers-and-accessories.laptops.thin-laptop,computers-and-accessories.laptops,L4,Thin Laptop,,thin-laptop,manual,,placeholder,thin laptop,cases/computers-and-accessories/laptops/thin-laptop/,Derived product type
computers-and-accessories.monitors,computers-and-accessories,L2,Monitors,显示器,monitors,user_screenshot/manual,,planned,computer monitor; portable monitor,cases/computers-and-accessories/monitors/,Generic examples only
computers-and-accessories.monitors.computer-monitor,computers-and-accessories.monitors,L4,Computer Monitor,,computer-monitor,manual,,placeholder,computer monitor,cases/computers-and-accessories/monitors/computer-monitor/,Derived product type
computers-and-accessories.monitors.portable-monitor,computers-and-accessories.monitors,L4,Portable Monitor,,portable-monitor,manual,,placeholder,portable monitor,cases/computers-and-accessories/monitors/portable-monitor/,Derived product type
computers-and-accessories.networking-products,computers-and-accessories,L2,Networking Products,网络产品,networking-products,user_screenshot/manual,,planned,mesh WiFi system; router,cases/computers-and-accessories/networking-products/,Generic examples only
computers-and-accessories.networking-products.mesh-wifi-system,computers-and-accessories.networking-products,L4,Mesh Wifi System,,mesh-wifi-system,manual,,placeholder,mesh WiFi system,cases/computers-and-accessories/networking-products/mesh-wifi-system/,Derived product type
computers-and-accessories.networking-products.router,computers-and-accessories.networking-products,L4,Router,,router,manual,,placeholder,router,cases/computers-and-accessories/networking-products/router/,Derived product type
computers-and-accessories.printers,computers-and-accessories,L2,Printers,打印机,printers,user_screenshot/manual,,planned,inkjet printer; label printer,cases/computers-and-accessories/printers/,Generic examples only
computers-and-accessories.printers.inkjet-printer,computers-and-accessories.printers,L4,Inkjet Printer,,inkjet-printer,manual,,placeholder,inkjet printer,cases/computers-and-accessories/printers/inkjet-printer/,Derived product type
computers-and-accessories.printers.label-printer,computers-and-accessories.printers,L4,Label Printer,,label-printer,manual,,placeholder,label printer,cases/computers-and-accessories/printers/label-printer/,Derived product type
computers-and-accessories.routers,computers-and-accessories,L2,Routers,路由器,routers,user_screenshot/manual,,planned,WiFi router; travel router,cases/computers-and-accessories/routers/,Generic examples only
computers-and-accessories.routers.wifi-router,computers-and-accessories.routers,L4,Wifi Router,,wifi-router,manual,,placeholder,WiFi router,cases/computers-and-accessories/routers/wifi-router/,Derived product type
computers-and-accessories.routers.travel-router,computers-and-accessories.routers,L4,Travel Router,,travel-router,manual,,placeholder,travel router,cases/computers-and-accessories/routers/travel-router/,Derived product type
computers-and-accessories.scanners,computers-and-accessories,L2,Scanners,扫描仪,scanners,user_screenshot/manual,,planned,document scanner; barcode scanner,cases/computers-and-accessories/scanners/,Generic examples only
computers-and-accessories.scanners.document-scanner,computers-and-accessories.scanners,L4,Document Scanner,,document-scanner,manual,,placeholder,document scanner,cases/computers-and-accessories/scanners/document-scanner/,Derived product type
computers-and-accessories.scanners.barcode-scanner,computers-and-accessories.scanners,L4,Barcode Scanner,,barcode-scanner,manual,,placeholder,barcode scanner,cases/computers-and-accessories/scanners/barcode-scanner/,Derived product type
computers-and-accessories.servers,computers-and-accessories,L2,Servers,服务器,servers,user_screenshot/manual,,planned,mini server; NAS server,cases/computers-and-accessories/servers/,Generic examples only
computers-and-accessories.servers.mini-server,computers-and-accessories.servers,L4,Mini Server,,mini-server,manual,,placeholder,mini server,cases/computers-and-accessories/servers/mini-server/,Derived product type
computers-and-accessories.servers.nas-server,computers-and-accessories.servers,L4,Nas Server,,nas-server,manual,,placeholder,NAS server,cases/computers-and-accessories/servers/nas-server/,Derived product type
computers-and-accessories.tablet-accessories,computers-and-accessories,L2,Tablet Accessories,平板配件,tablet-accessories,user_screenshot/manual,,planned,tablet case; stylus pen,cases/computers-and-accessories/tablet-accessories/,Generic examples only
computers-and-accessories.tablet-accessories.tablet-case,computers-and-accessories.tablet-accessories,L4,Tablet Case,,tablet-case,manual,,placeholder,tablet case,cases/computers-and-accessories/tablet-accessories/tablet-case/,Derived product type
computers-and-accessories.tablet-accessories.stylus-pen,computers-and-accessories.tablet-accessories,L4,Stylus Pen,,stylus-pen,manual,,placeholder,stylus pen,cases/computers-and-accessories/tablet-accessories/stylus-pen/,Derived product type
computers-and-accessories.tablets,computers-and-accessories,L2,Tablets,平板电脑,tablets,user_screenshot/manual,,planned,kids tablet; Android tablet,cases/computers-and-accessories/tablets/,Generic examples only
computers-and-accessories.tablets.kids-tablet,computers-and-accessories.tablets,L4,Kids Tablet,,kids-tablet,manual,,placeholder,kids tablet,cases/computers-and-accessories/tablets/kids-tablet/,Derived product type
computers-and-accessories.tablets.android-tablet,computers-and-accessories.tablets,L4,Android Tablet,,android-tablet,manual,,placeholder,Android tablet,cases/computers-and-accessories/tablets/android-tablet/,Derived product type
computers-and-accessories.warranties-and-services,computers-and-accessories,L2,Warranties & Services,保修与服务,warranties-and-services,user_screenshot/manual,,planned,service plan concept; warranty card,cases/computers-and-accessories/warranties-and-services/,Generic examples only
computers-and-accessories.warranties-and-services.service-plan-concept,computers-and-accessories.warranties-and-services,L4,Service Plan Concept,,service-plan-concept,manual,,placeholder,service plan concept,cases/computers-and-accessories/warranties-and-services/service-plan-concept/,Derived product type
computers-and-accessories.warranties-and-services.warranty-card,computers-and-accessories.warranties-and-services,L4,Warranty Card,,warranty-card,manual,,placeholder,warranty card,cases/computers-and-accessories/warranties-and-services/warranty-card/,Derived product type
electronics,amazon-best-sellers,L1,Electronics,电子产品,electronics,user_screenshot/manual,,in_progress,power strip; security camera; dash cam; wireless earbuds; USB hub,cases/electronics/,Public generic taxonomy
electronics.accessories-and-supplies,electronics,L2,Accessories & Supplies,配件与耗材,accessories-and-supplies,user_screenshot/manual,,planned,power strip; charging cable,cases/electronics/accessories-and-supplies/,Generic examples only
electronics.accessories-and-supplies.power-strip,electronics.accessories-and-supplies,L4,Power Strip,,power-strip,manual,,placeholder,power strip,cases/electronics/accessories-and-supplies/power-strip/,Derived product type
electronics.accessories-and-supplies.charging-cable,electronics.accessories-and-supplies,L4,Charging Cable,,charging-cable,manual,,placeholder,charging cable,cases/electronics/accessories-and-supplies/charging-cable/,Derived product type
electronics.camera-and-photo,electronics,L2,Camera & Photo,相机与摄影,camera-and-photo,user_screenshot/manual,,planned,security camera; binoculars,cases/electronics/camera-and-photo/,Generic examples only
electronics.camera-and-photo.security-camera,electronics.camera-and-photo,L4,Security Camera,,security-camera,manual,,placeholder,security camera,cases/electronics/camera-and-photo/security-camera/,Derived product type
electronics.camera-and-photo.binoculars,electronics.camera-and-photo,L4,Binoculars,,binoculars,manual,,placeholder,binoculars,cases/electronics/camera-and-photo/binoculars/,Derived product type
electronics.car-electronics,electronics,L2,Car Electronics,车载电子,car-electronics,user_screenshot/manual,,planned,dash cam; car charger,cases/electronics/car-electronics/,Generic examples only
electronics.car-electronics.dash-cam,electronics.car-electronics,L4,Dash Cam,,dash-cam,manual,,placeholder,dash cam,cases/electronics/car-electronics/dash-cam/,Derived product type
